"","X1","X2","intercept.M.vs.rest","coeff.M.vs.rest","pVal.M.vs.rest","pValHolm.M.vs.rest","qValBH.M.vs.rest","notMiss1.M.vs.rest","notMiss0.M.vs.rest"
"CD5L_O43866","O43866","CD5L",25.2987960243076,-0.147039810461674,0.39831711795431,1,0.527819235121721,19,40
"JCHAIN_P01591","P01591","JCHAIN",23.8380673843506,0.180492404134123,0.415519891980176,1,0.545509959978408,19,40
"APCS_P02743","P02743","APCS",24.884262367532,0.136500665239918,0.416044870094548,1,0.545509959978408,19,40
"PRG2_P13727","P13727","PRG2",19.3928335864177,-0.197148838073285,0.418519585710759,1,0.545509959978408,19,39
"ALDOA_P04075","P04075","ALDOA",20.350025449541,-0.205771241363441,0.419779039834685,1,0.545509959978408,19,40
"TKT_P29401;P29401-2","P29401;P29401-2","TKT",19.1654047676414,-0.206902575179019,0.428962930025552,1,0.554764558542661,19,40
"ACTB;ACTG1_P60709;P63261","P60709;P63261","ACTB;ACTG1",23.0216384461848,-0.223152040704983,0.471688760030802,1,0.60710180118797,19,40
"MMRN2_Q9H8L6","Q9H8L6","MMRN2",18.3962830517337,-0.121082344954616,0.475984480968672,1,0.609422019886119,18,39
"MCAM_P43121","P43121","MCAM",17.8650259260019,0.0810774771442077,0.478022476564949,1,0.609422019886119,18,36
"APMAP_Q9HDC9","Q9HDC9","APMAP",20.0516139630352,0.14660739419375,0.488698663667776,1,0.620094059087886,19,40
"KRT2_P35908","P35908","KRT2",22.9612107848219,-0.218371733674111,0.49798508558397,1,0.626628076023964,19,40
"PZP_P20742","P20742","PZP",20.134831460426,-0.337035799339076,0.500528768130342,1,0.626628076023964,14,36
"C1RL_Q9NZP8","Q9NZP8","C1RL",21.4833353575172,-0.0525120414415772,0.500836566338856,1,0.626628076023964,19,40
"TUBB_P07437","P07437","TUBB",19.9213880810592,-0.216487968519346,0.50747004571389,1,0.631988158782575,18,39
"MASP1_P48740","P48740","MASP1",21.2312204338124,0.0735190593378901,0.525825897059366,1,0.651830259488339,19,40
"HPR_P00739","P00739","HPR",23.45327316273,-0.1503491046073,0.52984332571818,1,0.653797498248579,19,40
"C1R_P00736","P00736","C1R",23.8770457658609,-0.0628000355697733,0.536357045293561,1,0.658227247646326,19,40
"FCN3_O75636","O75636","FCN3",22.9432547102951,-0.0932101740975428,0.53832711703417,1,0.658227247646326,19,40
"F7_P08709;P08709-2","P08709;P08709-2","F7",17.9767421738644,-0.0818919929714851,0.551063004556212,1,0.670750896948511,15,33
"CP_P00450","P00450","CP",26.7342268207171,-0.0627753497057084,0.565473049822435,1,0.685190317127185,19,40
"ATP5F1B_P06576","P06576","ATP5F1B",19.2373409603644,-0.23613917241384,0.570019964307963,1,0.687602557842341,14,34
"CPN1_P15169","P15169","CPN1",23.2711234998247,-0.0639726155423436,0.584841401110885,1,0.700726753766652,19,40
"FBLN1_P23142-4","P23142-4","FBLN1",20.8701083932261,-0.0843032073794449,0.586109738280657,1,0.700726753766652,19,40
"CA1_P00915","P00915","CA1",22.624309030853,-0.279553152810101,0.602097179551841,1,0.716655492475421,18,40
"CFHR5_Q9BXR6","Q9BXR6","CFHR5",22.6074481165243,0.121637879696041,0.620070826692982,1,0.734797587578908,19,40
"KRT10_P13645","P13645","KRT10",24.089697634988,-0.165509283006509,0.623100170593112,1,0.73514888548047,19,40
"SERPINF2_P08697","P08697","SERPINF2",24.2775175321195,0.0329213369856716,0.62968037168383,1,0.739668209532534,19,40
"APOB_P04114","P04114","APOB",26.3038375004088,-0.0495727589243412,0.63894614095456,1,0.747289182246855,19,40
"F13A1_P00488","P00488","F13A1",21.3293831995948,-0.104759391578785,0.643067035336237,1,0.748852954569038,19,40
"POSTN_Q15063-3","Q15063-3","POSTN",18.5844248206972,0.102852260158485,0.646309861587316,1,0.749238127520068,18,39
"DCD_P81605","P81605","DCD",18.4996568084584,0.160766750576541,0.648968340937457,1,0.749238127520068,16,38
"APOC3_P02656","P02656","APOC3",20.9162835370532,0.10462384047278,0.666908517777497,1,0.766659791804045,19,40
"C5_P01031","P01031","C5",24.9632065893723,0.0371386573606961,0.670806561649265,1,0.767859425887882,19,40
"FBLN1_P23142","P23142","FBLN1",22.8577274173337,-0.0609346895734929,0.67725702366174,1,0.77195821764834,19,40
"OLFM1_Q99784","Q99784","OLFM1",19.6062800642669,-0.0572582326697371,0.685788479641654,1,0.778384392504662,16,40
"MMP2_P08253","P08253","MMP2",19.1086684459581,0.0562121349417448,0.704633822242933,1,0.796413857913231,18,40
"CFHR4_Q92496;Q92496-2","Q92496;Q92496-2","CFHR4",21.3128147363889,0.0787248129684166,0.717074353833855,1,0.79907135122242,19,40
"CAT_P04040","P04040","CAT",20.1937577748065,0.119782170827077,0.717432696380903,1,0.79907135122242,19,40
"F10_P00742","P00742","F10",23.0836918661085,0.0339667570112396,0.718493610523532,1,0.79907135122242,19,40
"MPO_P05164;P05164-2;P05164-3","P05164;P05164-2;P05164-3","MPO",19.6396019302856,-0.13789071890984,0.718867163553255,1,0.79907135122242,18,38
"ENPP2_Q13822;Q13822-3","Q13822;Q13822-3","ENPP2",19.0368854985737,-0.0593303661187585,0.72456036490557,1,0.799103176322463,19,38
"SERPING1_P05155;P05155-3","P05155;P05155-3","SERPING1",26.7411753849334,0.030507165821578,0.724837081868703,1,0.799103176322463,19,40
"HLA-B_P01889","P01889","HLA-B",19.1663883366703,0.0877524707016261,0.732158026046502,1,0.803879628597996,18,38
"KRT1_P04264","P04264","KRT1",25.5978172472826,-0.101261158336666,0.737968840675387,1,0.8069659274052,19,40
"LDHB_P07195","P07195","LDHB",20.9768422059667,-0.0789706725158162,0.758215960725561,1,0.825749366134315,19,40
"TIMP1_P01033","P01033","TIMP1",18.965311125787,0.0575054457517703,0.767136895840526,1,0.826162695369602,19,37
"KRT9_P35527","P35527","KRT9",23.726752394668,0.0944381605837991,0.767314203505629,1,0.826162695369602,19,40
"CDH5_P33151","P33151","CDH5",20.2413134724332,0.0403840549659223,0.76780919644015,1,0.826162695369602,19,40
"KRT4_P19013","P19013","KRT4",21.2630699745388,0.0780633595255212,0.78285938311614,1,0.83900069345913,18,36
"KRT14_P02533","P02533","KRT14",21.4023486734548,-0.0830315917967916,0.788226478666388,1,0.840748855343981,19,40
"P4HB_P07237","P07237","P4HB",17.7633415024419,-0.0706861088928846,0.790741488483372,1,0.840748855343981,15,36
"HSPA5_P11021","P11021","HSPA5",20.0844754745159,0.0309377426962788,0.799366970190615,1,0.846573681028644,19,40
"KRT5_P13647","P13647","KRT5",21.3567942128052,-0.0686053736346404,0.809431594988556,1,0.853870976674202,19,40
"C9_P02748","P02748","C9",25.4877928236321,-0.0319256652886167,0.837101763531362,1,0.877272338728848,19,40
"HP_P00738","P00738","HP",30.6299646767019,-0.0906207348306297,0.838137513209345,1,0.877272338728848,19,40
"APOD_P05090","P05090","APOD",24.5951321507554,0.0274417475540885,0.848278761971668,1,0.8844456859317,19,40
"SERPINA10_Q9UK55","Q9UK55","SERPINA10",21.4574963337824,0.0181268922137357,0.857800844744607,1,0.89092056847992,19,40
"C2_P06681","P06681","C2",23.2903804948581,0.0177427549839907,0.862107885170684,1,0.891950081195824,19,40
"HRNR_Q86YZ3","Q86YZ3","HRNR",18.3898583330841,0.0459801890887284,0.870899110412747,1,0.897593336019268,19,39
"FCN2_Q15485","Q15485","FCN2",21.2449177884271,0.0231968914235696,0.893551759977312,1,0.91742528028205,19,40
"ITIH4_Q14624-2","Q14624-2","ITIH4",20.052460525811,0.0320433028621141,0.915479821868227,1,0.936365293089556,19,40
"C1S_P09871","P09871","C1S",24.774803026775,0.00756244994522427,0.931739919933512,1,0.949386509326192,19,40
"MINPP1_Q9UNW1","Q9UNW1","MINPP1",18.504315375887,0.00310376256993405,0.97009139462468,1,0.984734283600147,17,38
"PEPD_P12955","P12955","PEPD",19.4508831548289,-0.00373888496985417,0.976238882060382,1,0.98724909501595,19,39
"ANPEP_P15144","P15144","ANPEP",18.4336278917687,0.00357463605309638,0.981160729533453,1,0.988510248106737,19,40
"ADIPOQ_Q15848","Q15848","ADIPOQ",21.4802870222904,0.00365740715127601,0.987372656466122,1,0.988897180485092,19,40
"CD14_P08571","P08571","CD14",21.3417620133921,-0.00241741993719315,0.988897180485092,1,0.988897180485092,19,40
